Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,New Hidden Value,Time spend on explanation,"This programs swaps two values without the use of a third temporary variable, and is implemented using checkpoints (language 1). The swapping is implemented by three operations: X = X + Y then Y = X - Y and finally X = X - Y. That's it!The code depicted bellow contains one bug related to the swapping of the variables.Select the line containing this bug.",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error).,Time spent swap checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The Problem This programs swaps two values without the use of a third temporary variable, and is implemented using tasks (language 2). The swapping is implemented by three operations: X = X + Y then Y = X - Y and finally X = X - Y. That's it! The code depicted bellow contains one bug related to the swapping of the variables.Which line contains an error?  ",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..1,Time spent swap task,This program performs a Bubble sort and makes use of checkpoints (language 1). The goal of the program is to sort an array of integers.Quick recap on Bubble sort Source: https://en.wikipedia.org/wiki/Bubble_sort The code depicted bellow contains one bug related to the operation of the Bubble sort algorithm. Select the line containing this bug.,Write a correct statement for the line that you think contains the bug. Please use C syntax only (no sentences describing what is the error).,Time spent bubble sort checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The Problem Copy of This program performs a Bubble sort and makes use of tasks (language 2). The goal of the program is to sort an array of integers.Quick recap on Bubble sort Source: https://en.wikipedia.org/wiki/Bubble_sort The code depicted bellow contains one bug related to the operation of the Bubble sort algorithm.Select the line containing this bug.",Write a correct statement for the line that you think contains the bug. Please use C syntax only (no sentences describing what is the error)..1,Time spent bubble sort task,"This is a program that makes use of time to make decisions. Keeping track of time across power failures is hard, because the time values resets to zero after every power failure. Modern runtimes handle this by using capacitive timekeepers. For the below code, assume the runtime handles timekeeping. In this program, we want to read the temperature, and convert it to Fahrenheit if it is not expired. Otherwise we set the temperature to 32. The code depicted bellow contains one bug compared to the description above.Select the line containing this bug.",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..2,Time spent time based checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The ProblemThis is a program that makes use of time to make decisions. Keeping track of time across power failures is hard, because the time values resets to zero after every power failure. Modern runtimes handle this by using capacitive timekeepers. For the below code, assume the runtime handles timekeeping. In this program, we want to read the temperature, and convert it to Fahrenheit if it is not expired. Otherwise we set the temperature to 32.  The code depicted bellow contains one bug according to the description above.Select the line containing this bug.  ",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..3,Time spent time based task,"Language 1 (checkpoints):Knowing Language 1 and Language 2, I think programming with this language would be difficult.","Language 2 (tasks):Knowing Language 1 and Language 2, I think programming with this language would be difficult.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think programming with this language would be easy.","Language 2 (tasks):Knowing Language 1 and Language 2, I think programming with this language would be easy.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model is intuitive.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model is intuitive.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model is complete.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model is complete.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is flexible.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is flexible.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is concise.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is concise.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model could be used for a variety of  applications, like greenhouse monitoring, activity tracking, or signal processing.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model could be used for a variety of  applications, like greenhouse monitoring, activity tracking, or signal processing.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model; including syntax, keywords, and control flow, is easy to understand.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model; including syntax, keywords, and control flow, is easy to understand.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had to implement the program that implements sense() -> compute() -> transmit() from scratch (in this programming model), I don't think it would take me very long.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had to implement the program that implements sense() -> compute() -> transmit() from scratch (in this programming model), I don't think it would take me very long.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had the choice, I would use this programming model for my own projects in Intermittently Powered Computing.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had the choice, I would use this programming model for my own projects in Intermittently Powered Computing.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had to teach a new student how to program Intermittently Powered Systems, I would use this language.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had to teach a new student how to program Intermittently Powered Systems, I would use this language.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than Python, Ruby, or JavaScript.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than Python, Ruby, or JavaScript.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than JAVA / C# / C++.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than JAVA / C# / C++.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than ANSI C.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than ANSI C.","Language 1 (checkpoints):Knowing Language 1 and Language 2, It was easy to convey my intentions with this programming model.","Language 2 (tasks):Knowing Language 1 and Language 2, It was easy to convey my intentions with this programming model.",Time spend on difficulty,Formal electrical engineering education (university-level):How many years did you spend on any of these topics:,Formal computer science education (university-level):How many years did you spend on any of these topics:,Programming language experience:How many years did you spend on any of these topics:,Practical embedded systems design:How many years did you spend on any of these topics:,"C programming language:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Programming languages other than C:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Electronics:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Energy harvesting technologies:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems powered by energy harvesting technologies:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems powered intermittently:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is",My programming language of choice is,"I am a""",My age is,Time spend on skills,Confirmation code
75,2018-12-31 04:27:46,"Dec 31, 2018 5:00:31 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,78,195,Line 9,a = a -b;,49,Line 25,"SET(a, GET(a) - GET(b));",234,Line 16,for(i=0; i< size-1;i++),186,Line 48,return(task_array_loop_incr),466,Line 14,c = a; also bug in line 17 c = temp * c + a;,62,Line 31,"set(c,get(a)); there is also a bug in 36 (change get(c) with get(a))",305,Strongly disagree,Agree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,188,none,more than 5 years,more than 5 years,5 years,Above average,Slightly above average,Average,Slightly above average,Above average,Slightly above average,Slightly above average,C,Man,34,45,
82,2019-01-02 05:50:17,"Jan 2, 2019 6:47:08 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,943,403,Line 9,a = a - b;,102,Line 25,"SET(a, GET(a) - GET(b));",79,Line 16,for (i=0; i < size-1; i++),279,Line 48,return task_array_loop_incr;,299,Line 12,c = a;,164,Line 31,"SET(c, GET(a));",228,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,796,4 years,2 years,more than 5 years,2 years,Slightly above average,Slightly above average,Average,Average,Slightly above average,Average,Average,C,Man,27,93,
83,2019-01-02 06:21:47,"Jan 2, 2019 7:24:15 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,212,1168,Line 9,a = a - b;,52,Line 25,"SET(a, GET(a) - GET(b));",296,Line 16,for (i = 0; i < size-1; i++),244,Line 48,return task_array_loop_incr;,489,Line 17,c = temperature_reading * b + a;,359,Line 36,"SET(c, GET(temperature_reading) * GET(b) + GET(a));",148,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,Agree,Disagree,Neither agree or disagree,Disagree,224,none,2 years,3 years,1 year,Slightly above average,Average,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Python,Man,27,104,
86,2019-01-03 03:16:10,"Jan 8, 2019 1:18:49 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,73,8,Line 9,a = a - b;,206,Line 25,"SET(a, GET(a) - GET(b));",134,Line 16,for(i=0;i< size-1; i++),429,Line 48,return task_array_loop_incr;,1183,Line 15,c = a;,84,Line 31,"SET(c,GET(a));",475,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Neither agree or disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,359,none,more than 5 years,more than 5 years,3 years,Above average,Above average,Below average,Above average,Average,Above average,Above average,JavaScript,Man,39,95,8100041
87,2019-01-03 04:50:26,"Jan 3, 2019 5:30:52 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,209,195,Line 9,a = a - b;,188,Line 25,"SET(a, GET(a) - GET(b));",174,Line 16,"for (i=0, i < size-1; i++)",231,Line 48,return task_array_loop_incr;,583,Line 10,"float a=32.0f, b=9.0f/5.0f, c=0.0f;",433,Line 31,"SET(c, GET(a));",151,Disagree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Disagree,Agree,Disagree,175,3 years,1 year,2 years,1 year,Average,Slightly above average,Slightly below average,Slightly below average,Average,Slightly below average,Slightly below average,Python,Man,27,62,
88,2019-01-03 05:09:42,"Jan 3, 2019 5:27:22 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,60,28,Line 9,a = a-b,21,Line 25,"SET(a, GET(a)-GET(b))",210,Line 16,for(i=0; i< size-1; i++),202,Line 41,if (Get(i) < Get(size)-Get(i)-1,197,Line 15,c =32,76,Line 31,"SET(c,32)",65,Strongly disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,141,none,more than 5 years,more than 5 years,more than 5 years,Above average,Above average,Average,Slightly above average,Above average,Above average,Above average,C,Man,37,37,
89,2019-01-03 06:40:43,"Jan 3, 2019 7:17:57 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,47,500,Line 9,a = a - b;,57,Line 25,"SET(a, GET(a) - GET(b));",131,Line 16,for (i = 0; i < size-1; i++),135,Line 48,return task_array_loop_incr;,797,Line 15,c = a;,118,Line 31,"SET(c, GET(a));",113,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,186,3 years,4 years,2 years,5 years,Average,Below average,Above average,Slightly above average,Above average,Average,Slightly above average,C,Man,32,92,
90,2019-01-03 08:26:53,"Jan 3, 2019 9:04:47 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,164,223,Line 9,a = a - b;,117,Line 25,"SET(a, GET(a) - GET(b));",226,Line 16,for(i = 0; i < size-1; i++),178,Line 48,return rask_array_loop_incr);,373,Line 15,c = a;,284,Line 31,"SET(c, GET(a));",230,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Agree,Disagree,382,more than 5 years,more than 5 years,more than 5 years,more than 5 years,Slightly above average,Slightly above average,Slightly above average,Above average,Slightly above average,Slightly above average,Average,C,Man,23,82,
91,2019-01-03 08:34:27,"Jan 3, 2019 9:01:09 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,57,139,Line 9,a = a - b;,126,Line 25,"SET(a, GET(a) - GET(b));",54,Line 16,for(i = 0; i < size-1; i++),147,Line 48,return task_array_loop_incr;,331,Line 15,c = a;,116,Line 31,"SET(c, GET(a));",334,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,158,none,none,5 years,3 years,Above average,Above average,Slightly above average,Average,Above average,Average,Average,C++,Man,22,85,
92,2019-01-03 08:26:39,"Jan 3, 2019 9:13:30 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,587,520,Line 9,a = a - b;,157,Line 25,"SET(a, GET(a) - GET(b));",106,Line 16,for (i = 0; i < size-1; i++),372,Line 48,return task_array_loop;,256,Line 15,c = a;,137,Line 31,"SET(c, GET(a));",382,Disagree,Agree,Strongly agree,Neither agree or disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,197,3 years,2 years,5 years,4 years,Slightly above average,Slightly above average,Slightly below average,Slightly below average,Slightly above average,Slightly below average,Slightly below average,C,Man,25,65,
93,2019-01-03 10:35:28,"Jan 3, 2019 11:24:29 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,210,237,Line 9,a = a - b;,33,Line 25,"SET(a, get(a) - GET(b));",299,Line 16,for (i = 0; i < size-1; i++),105,Line 48,return task_array_loop_incr;,592,Line 15,c = a;,101,Line 31,"SET(c, GET(a));",450,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Neither agree or disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree or disagree,Strongly disagree,Agree,Strongly disagree,Neither agree or disagree,Strongly disagree,Agree,Disagree,440,none,2 years,5 years,1 year,Slightly above average,Average,Below average,Slightly above average,Average,Slightly above average,Above average,Python,Man,24,285,
94,2019-01-03 11:21:59,"Jan 3, 2019 11:42:49 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,43,103,Line 9,a = a - b;,47,Line 25,"Set(a, GET(a) - GET(b));",128,Line 16,i++,185,Line 48,return task_array_loop_incr;,276,Line 15,c = a;,70,Line 31,"SET(c, GET(a));",97,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,198,3 years,2 years,4 years,3 years,Slightly above average,Above average,Slightly below average,Slightly above average,Slightly above average,Above average,Above average,Python,Man,26,95,
97,2019-01-04 03:32:45,"Jan 4, 2019 3:53:51 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,49,129,Line 9,a = a - b;,61,Line 26,"SET(result, -GET(a));",59,Line 16,for (i=0; i< size-1; i++),308,Line 48,return task_array_loop_incr;,185,Line 15,c = 32.0f;,41,Line 31,"SET(c, 32.0f)",142,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,178,2 years,more than 5 years,more than 5 years,2 years,Average,Average,Slightly below average,Below average,Slightly below average,Below average,Below average,Other,Man,38,74,
99,2019-01-04 08:34:52,"Jan 4, 2019 8:50:50 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,105,100,Line 9,a = a - b;,84,Line 25,"SET(a, GET(a) - GET(b));",49,Line 16,for (i = 0; i < size -1; i++),147,Line 48,return task_array_loop_incr;,94,Line 15,c = 32;,91,Line 31,"SET(c, 32.0f);",105,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,99,none,5 years,5 years,none,Average,Slightly above average,Slightly below average,Below average,Slightly below average,Below average,Below average,Python,Man,25,61,
108,2019-01-04 10:51:38,"Jan 4, 2019 11:29:48 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,184,448,Line 9,a = a - b,82,Line 25,"SET(a, GET(a) - GET(b))",57,Line 16,"for(i = 0, i < size-1, i++)",126,Line 48,return task_loop_incr_array,553,Line 15,c = a,94,Line 31,"SET(a, temperature_reading)",231,Disagree,Strongly disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Strongly agree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,327,none,1 year,1 year,none,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Java,Woman,18,165,
112,2019-01-04 11:36:43,"Jan 4, 2019 12:23:10 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,58,203,Line 9,a = a - b;,45,Line 25,"SET(a, GET(a) - GET(b));",55,Line 16,for (i = 0; i < size - 1; i++),45,Line 48,return task_array_loop_incr;,208,Line 15,c = 32.0f;,33,Line 31,"SET(c, 32.0f);",188,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Agree,Neither agree or disagree,1889,none,more than 5 years,more than 5 years,none,Slightly above average,Above average,Average,Below average,Slightly below average,Below average,Below average,Java,Man,26,53,
115,2019-01-05 05:09:30,"Jan 5, 2019 6:11:36 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,266,160,Line 9,a=a-b;,72,Line 25,"SET(a,GET(a)-GET(b));",344,Line 16,for (i=0;i< size-1;i++),455,Line 45,return task_array_loop_incr,604,Line 17,c=a,446,Line 36,"SET(c,GET(a)",460,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly agree,Disagree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,479,more than 5 years,1 year,3 years,5 years,Slightly above average,Slightly above average,Slightly above average,Slightly below average,Average,Slightly below average,Slightly below average,Python,Man,29,307,
116,2019-01-05 08:18:13,"Jan 5, 2019 9:11:50 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,1953,156,Line 9,a = a - b;,39,Line 25,"SET(a, GET(a) - GET(b));",178,Line 16,for (i = 0; i < size - 1; i++),83,Line 48,return task_array_loop_incr;,361,Line 15,c = a;,116,Line 31,"SET(c, GET(a));",107,Disagree,Agree,Agree,Disagree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,142,none,4 years,4 years,none,Above average,Above average,Average,Average,Average,Average,Average,Java,Man,22,58,
118,2019-01-05 10:00:13,"Jan 5, 2019 10:24:11 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,112,143,Line 9,a = a - b;,145,Line 25,"SET(a, GET(a) - GET(b));",86,Line 16,for (i = 0; i < size-1; i++),46,Line 54,tmp = GET(arr[j+1]);,169,Line 15,c = 32.0f;,70,Line 31,"SET(c, 32.0f);",357,Disagree,Strongly agree,Neither agree or disagree,Strongly disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Disagree,135,none,4 years,4 years,none,Slightly below average,Slightly above average,Average,Average,Slightly above average,Average,Average,Other,Man,21,77,
124,2019-01-05 15:16:18,"Jan 5, 2019 4:53:03 pm",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,2845,265,Line 9,a = a - b,279,Line 25,"SET(a, GET(a)-GET(b));",139,Line 16,for (i = 0; i< size-1: i++),430,Line 56,"SET(arr[j+1], GET(tmp))",264,Line 15,c = a;,139,Line 31,"Set(c, Get(a))",789,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Disagree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Disagree,500,none,more than 5 years,more than 5 years,none,Slightly below average,Average,Below average,Below average,Below average,Below average,Below average,Java,Man,38,90,
